date,Middle BBand,Upper BBand,Lower BBand,EMA,RSI,SMA,MACD Signal,MACD,Closing Price
2021-02-01 08:00:00,22.2163,22.7548,21.6779,22.1565,42.2195,22.2163,-0.1382,-0.1191,22.0212
2021-02-01 07:00:00,22.232,22.774,21.6899,22.1658,42.7422,22.232,-0.143,-0.1303,22.0507
2021-02-01 06:00:00,22.25,22.8028,21.6973,22.1738,41.3381,22.25,-0.1462,-0.1458,21.9916
2021-02-01 05:00:00,22.2635,22.8101,21.717,22.1864,38.6727,22.2635,-0.1463,-0.1574,21.8831
2021-01-29 20:00:00,22.2786,22.8071,21.7502,22.2073,39.6219,22.2786,-0.1435,-0.1589,21.9423
2021-01-29 19:00:00,22.2869,22.8016,21.7721,22.2255,38.897,22.2869,-0.1397,-0.1645,21.9127
2021-01-29 18:00:00,22.2961,22.7933,21.7988,22.2471,39.3522,22.2961,-0.1335,-0.1662,21.9422
2021-01-29 17:00:00,22.3076,22.7872,21.828,22.2682,37.7048,22.3076,-0.1253,-0.169,21.8732
2021-01-29 16:00:00,22.324,22.7759,21.8721,22.2954,38.4266,22.324,-0.1144,-0.1631,21.9225
2021-01-29 15:00:00,22.3388,22.7655,21.9121,22.3211,36.1828,22.3388,-0.1022,-0.1582,21.8289
2021-01-29 14:00:00,22.3561,22.7385,21.9736,22.3551,36.6586,22.3561,-0.0882,-0.1401,21.8634
2021-01-29 13:00:00,22.3745,22.7106,22.0383,22.389,36.7252,22.3745,-0.0753,-0.1185,21.8683
2021-01-29 12:00:00,22.3957,22.6773,22.1141,22.4249,40.1107,22.3957,-0.0644,-0.0897,22.105
2021-01-29 11:00:00,22.4182,22.711,22.1254,22.4469,42.5601,22.4182,-0.0581,-0.0758,22.2578
2021-01-29 10:00:00,22.4409,22.7819,22.0998,22.46,43.3862,22.4409,-0.0537,-0.0724,22.3071
2021-01-29 09:00:00,22.4567,22.8149,22.0984,22.4705,41.6339,22.4567,-0.049,-0.0721,22.2283
2021-01-29 08:00:00,22.4675,22.817,22.118,22.4872,41.6339,22.4675,-0.0432,-0.0626,22.2283
2021-01-29 07:00:00,22.4686,22.8152,22.1221,22.5051,42.5571,22.4686,-0.0384,-0.0496,22.2874
2021-01-29 06:00:00,22.4726,22.8135,22.1317,22.5201,43.331,22.4726,-0.0356,-0.0383,22.3367
2021-01-29 05:00:00,22.4765,22.8138,22.1393,22.5327,43.1311,22.4765,-0.0349,-0.0283,22.3269
2021-01-28 20:00:00,22.4864,22.8229,22.1499,22.5469,45.786,22.4864,-0.0366,-0.0141,22.4945
2021-01-28 19:00:00,22.493,22.8374,22.1485,22.5506,45.786,22.493,-0.0422,-0.0129,22.4945
2021-01-28 18:00:00,22.5038,22.8677,22.1399,22.5544,48.0627,22.5038,-0.0495,-0.0112,22.6326
2021-01-28 17:00:00,22.5081,22.8808,22.1353,22.549,46.2161,22.5081,-0.0591,-0.0229,22.534
2021-01-28 16:00:00,22.5153,22.8981,22.1326,22.5501,46.3755,22.5153,-0.0681,-0.0275,22.5438
2021-01-28 15:00:00,22.5226,22.9153,22.1298,22.5505,48.0577,22.5226,-0.0783,-0.0339,22.6474
2021-01-28 14:00:00,22.5257,22.9238,22.1276,22.5438,47.5851,22.5257,-0.0894,-0.0521,22.6207
2021-01-28 13:00:00,22.5284,22.9301,22.1267,22.5385,44.1656,22.5284,-0.0987,-0.072,22.4353
2021-01-28 12:00:00,22.5377,22.9432,22.1321,22.5456,45.0728,22.5377,-0.1053,-0.0773,22.4945
2021-01-28 11:00:00,22.5461,22.958,22.1341,22.5491,43.5791,22.5461,-0.1124,-0.0891,22.4156
2021-01-28 10:00:00,22.5587,22.9772,22.1403,22.5584,44.6803,22.5587,-0.1182,-0.0948,22.4896
2021-01-28 09:00:00,22.5702,22.9993,22.1412,22.5631,46.2622,22.5702,-0.124,-0.1082,22.5931
2021-01-28 08:00:00,22.5804,23.0255,22.1354,22.561,42.5146,22.5804,-0.128,-0.1342,22.3959
2021-01-28 07:00:00,22.5975,23.0522,22.1428,22.5724,41.328,22.5975,-0.1264,-0.1455,22.3367
2021-01-28 06:00:00,22.6268,23.1218,22.1318,22.5887,38.2476,22.6268,-0.1217,-0.1517,22.1888
2021-01-28 05:00:00,22.6616,23.1752,22.1481,22.6162,38.2476,22.6616,-0.1142,-0.1423,22.1888
2021-01-27 20:00:00,22.6886,23.1846,22.1925,22.6457,39.5409,22.6886,-0.1071,-0.1283,22.2874
2021-01-27 19:00:00,22.7021,23.1752,22.2289,22.6704,40.6026,22.7021,-0.1018,-0.1186,22.3663
2021-01-27 18:00:00,22.7172,23.1752,22.2592,22.6914,40.6026,22.7172,-0.0976,-0.1126,22.3663
2021-01-27 17:00:00,22.73,23.1692,22.2908,22.7138,40.2277,22.73,-0.0939,-0.1032,22.3466
2021-01-27 16:00:00,22.7438,23.1593,22.3283,22.7392,41.1055,22.7438,-0.0916,-0.0877,22.4156
2021-01-27 15:00:00,22.7557,23.1529,22.3584,22.7615,42.2515,22.7557,-0.0926,-0.0737,22.5044
2021-01-27 14:00:00,22.7668,23.1539,22.3797,22.7792,46.1181,22.7668,-0.0973,-0.0638,22.7805
2021-01-27 13:00:00,22.7658,23.1529,22.3788,22.7791,48.5735,22.7658,-0.1057,-0.0783,22.9383
2021-01-27 12:00:00,22.758,23.1403,22.3756,22.7681,45.785,22.758,-0.1125,-0.1117,22.7806
2021-01-27 11:00:00,22.7527,23.138,22.3674,22.7673,41.362,22.7527,-0.1127,-0.1368,22.5537
2021-01-27 10:00:00,22.7547,23.1364,22.3729,22.782,34.7664,22.7547,-0.1067,-0.1436,22.2628
2021-01-27 09:00:00,22.7685,23.1054,22.4315,22.8178,36.7293,22.7685,-0.0975,-0.1207,22.4058
2021-01-27 08:00:00,22.7734,23.0928,22.454,22.8462,37.4339,22.7734,-0.0917,-0.1042,22.4551
2021-01-27 07:00:00,22.7793,23.081,22.4776,22.8732,39.9526,22.7793,-0.0886,-0.0867,22.6227
2021-01-27 06:00:00,22.7911,23.0952,22.4871,22.8905,41.052,22.7911,-0.0891,-0.0801,22.6917
2021-01-27 05:00:00,22.799,23.1046,22.4934,22.9042,43.1855,22.799,-0.0913,-0.0775,22.82
2021-01-26 20:00:00,22.8105,23.1432,22.4779,22.91,41.8369,22.8105,-0.0947,-0.0862,22.7608
2021-01-26 19:00:00,22.826,23.1896,22.4624,22.9203,41.6136,22.826,-0.0969,-0.09,22.7509
2021-01-26 18:00:00,22.8385,23.2164,22.4606,22.932,41.7686,22.8385,-0.0986,-0.0926,22.7608
2021-01-26 17:00:00,22.8668,23.3336,22.3999,22.9438,41.3462,22.8668,-0.1001,-0.0955,22.7411
2021-01-26 16:00:00,22.8944,23.4222,22.3665,22.9578,40.512,22.8944,-0.1012,-0.0958,22.7016
2021-01-26 15:00:00,22.9236,23.5005,22.3467,22.9754,40.691,22.9236,-0.1026,-0.0908,22.7142
2021-01-26 14:00:00,22.9505,23.56,22.341,22.9934,41.133,22.9505,-0.1055,-0.0844,22.746
2021-01-26 13:00:00,22.9768,23.6161,22.3375,23.0105,41.8149,22.9768,-0.1108,-0.0782,22.7953
2021-01-26 12:00:00,22.9983,23.655,22.3416,23.0254,42.3579,22.9983,-0.119,-0.0741,22.8347
2021-01-26 11:00:00,23.0196,23.6947,22.3444,23.0385,43.2537,23.0196,-0.1302,-0.0719,22.8998
2021-01-26 10:00:00,23.0416,23.7422,22.3409,23.0481,43.3746,23.0416,-0.1447,-0.0747,22.9087
2021-01-26 09:00:00,23.0618,23.7807,22.3429,23.0577,47.8267,23.0618,-0.1622,-0.0781,23.2144
2021-01-26 08:00:00,23.0674,23.7935,22.3413,23.0469,48.1348,23.0674,-0.1833,-0.1123,23.2341
2021-01-26 07:00:00,23.072,23.804,22.34,23.0339,43.9457,23.072,-0.201,-0.1564,22.9975
2021-01-26 06:00:00,23.0736,23.8052,22.3421,23.0365,37.6585,23.0736,-0.2122,-0.1864,22.6917
2021-01-26 05:00:00,23.0845,23.8026,22.3664,23.0602,39.4523,23.0845,-0.2186,-0.1907,22.82
2021-01-25 20:00:00,23.0953,23.8069,22.3837,23.0768,37.913,23.0953,-0.2256,-0.2066,22.7509
2021-01-25 19:00:00,23.1081,23.8082,22.408,23.0993,38.0466,23.1081,-0.2303,-0.2168,22.7608
2021-01-25 18:00:00,23.117,23.8059,22.4281,23.1226,38.1766,23.117,-0.2337,-0.2277,22.7706
2021-01-25 17:00:00,23.1443,23.841,22.4476,23.1469,39.0803,23.1443,-0.2352,-0.2392,22.8397
2021-01-25 16:00:00,23.1729,23.8874,22.4584,23.1681,37.2336,23.1729,-0.2342,-0.2576,22.7509
2021-01-25 15:00:00,23.2064,23.9329,22.48,23.1969,36.1949,23.2064,-0.2284,-0.2681,22.7016
2021-01-25 14:00:00,23.2403,23.9642,22.5164,23.231,34.5189,23.2403,-0.2184,-0.2727,22.6227
2021-01-25 13:00:00,23.2758,23.9792,22.5724,23.273,34.3104,23.2758,-0.2048,-0.2666,22.6129
2021-01-25 12:00:00,23.3123,23.9874,22.6372,23.3185,35.0108,23.3123,-0.1894,-0.2539,22.677
2021-01-25 11:00:00,23.3417,23.9794,22.704,23.3627,32.4471,23.3417,-0.1733,-0.2405,22.5537
2021-01-25 10:00:00,23.3769,23.9499,22.8038,23.4185,33.2588,23.3769,-0.1564,-0.2074,22.6326
2021-01-25 09:00:00,23.4129,23.927,22.8987,23.4727,37.1938,23.4129,-0.1437,-0.1701,22.9777
2021-01-25 08:00:00,23.4405,23.9471,22.9338,23.5069,36.1506,23.4405,-0.1371,-0.1552,22.9284
2021-01-25 07:00:00,23.4753,23.9801,22.9706,23.5468,39.1695,23.4753,-0.1326,-0.1289,23.1651
2021-01-25 06:00:00,23.5121,24.0784,22.9459,23.5731,39.9762,23.5121,-0.1335,-0.1175,23.2243
2021-01-25 05:00:00,23.5463,24.1607,22.9319,23.5971,37.9161,23.5463,-0.1376,-0.1073,23.1257
2021-01-22 20:00:00,23.5825,24.2208,22.9441,23.6297,45.277,23.5825,-0.1451,-0.0827,23.6089
2021-01-22 19:00:00,23.6029,24.2811,22.9247,23.6311,44.4256,23.6029,-0.1607,-0.0993,23.5694
2021-01-22 18:00:00,23.6249,24.3393,22.9105,23.6353,44.5932,23.6249,-0.1761,-0.115,23.5793
2021-01-22 17:00:00,23.6588,24.4531,22.8644,23.6392,43.3533,23.6588,-0.1914,-0.1344,23.5201
2021-01-22 16:00:00,23.6936,24.5499,22.8373,23.6474,43.589,23.6936,-0.2056,-0.1512,23.5349
2021-01-22 15:00:00,23.727,24.6325,22.8214,23.6552,41.6464,23.727,-0.2192,-0.1719,23.4412
2021-01-22 14:00:00,23.7608,24.6965,22.8251,23.6699,42.1142,23.7608,-0.231,-0.1863,23.4725
2021-01-22 13:00:00,23.794,24.7565,22.8314,23.6836,43.4277,23.794,-0.2422,-0.2051,23.5596
2021-01-22 12:00:00,23.8255,24.8169,22.8341,23.6921,42.5449,23.8255,-0.2515,-0.2351,23.5152
2021-01-22 11:00:00,23.8574,24.8682,22.8466,23.7043,39.8258,23.8574,-0.2556,-0.2654,23.3823
2021-01-22 10:00:00,23.8934,24.9109,22.876,23.7265,39.6168,23.8934,-0.2531,-0.2866,23.3722
2021-01-22 09:00:00,23.9266,24.9389,22.9144,23.7509,32.2573,23.9266,-0.2448,-0.3086,23.0468
2021-01-22 08:00:00,23.9664,24.9298,23.003,23.7995,31.5239,23.9664,-0.2288,-0.299,23.0172
2021-01-22 07:00:00,24.009,24.9118,23.1061,23.8535,33.0214,24.009,-0.2113,-0.2793,23.1454
2021-01-22 06:00:00,24.0468,24.8951,23.1984,23.9023,32.784,24.0468,-0.1943,-0.2632,23.1355
2021-01-22 05:00:00,24.0842,24.8649,23.3036,23.9552,30.151,24.0842,-0.177,-0.2379,23.027
2021-01-21 20:00:00,24.1276,24.8065,23.4488,24.0192,37.5113,24.1276,-0.1618,-0.191,23.5892
2021-01-21 19:00:00,24.1552,24.8113,23.4992,24.0488,39.301,24.1552,-0.1545,-0.1857,23.6976
2021-01-21 18:00:00,24.1812,24.8243,23.5381,24.0731,40.3153,24.1812,-0.1467,-0.1872,23.7568
2021-01-21 17:00:00,24.2049,24.8359,23.5739,24.0949,39.3059,24.2049,-0.1366,-0.1924,23.7174
2021-01-21 16:00:00,24.2305,24.8424,23.6186,24.1209,38.5524,24.2305,-0.1226,-0.1923,23.6878
2021-01-21 15:00:00,24.2545,24.835,23.674,24.1508,38.8633,24.2545,-0.1052,-0.1863,23.7075
2021-01-21 14:00:00,24.2759,24.8204,23.7314,24.1814,35.067,24.2759,-0.0849,-0.178,23.5596
2021-01-21 13:00:00,24.3009,24.776,23.8258,24.2242,35.7829,24.3009,-0.0617,-0.1497,23.6089
2021-01-21 12:00:00,24.3281,24.7294,23.9269,24.2667,37.3302,24.3281,-0.0397,-0.1164,23.7124
2021-01-21 11:00:00,24.3494,24.6792,24.0197,24.3049,38.7974,24.3494,-0.0205,-0.0827,23.8061
2021-01-21 10:00:00,24.3663,24.6279,24.1047,24.3393,41.6276,24.3663,-0.005,-0.0482,23.9738
2021-01-21 09:00:00,24.3775,24.5962,24.1588,24.3645,47.5441,24.3775,0.0058,-0.0204,24.2696
2021-01-21 08:00:00,24.3791,24.5953,24.163,24.371,47.0592,24.3791,0.0124,-0.0148,24.2499
2021-01-21 07:00:00,24.3763,24.6011,24.1516,24.3794,46.0958,24.3763,0.0191,-0.0054,24.2105
2021-01-21 06:00:00,24.3776,24.5989,24.1563,24.391,46.2994,24.3776,0.0253,0.0107,24.2203
2021-01-21 05:00:00,24.376,24.6026,24.1494,24.4028,46.4979,24.376,0.0289,0.0301,24.2302
2021-01-20 20:00:00,24.3737,24.6075,24.1399,24.4147,54.9213,24.3737,0.0286,0.0534,24.5951
2021-01-20 19:00:00,24.3605,24.5873,24.1338,24.4023,54.272,24.3605,0.0224,0.0452,24.5655
2021-01-20 18:00:00,24.351,24.5663,24.1358,24.391,53.6264,24.351,0.0167,0.0371,24.5359
2021-01-20 17:00:00,24.3313,24.5809,24.0817,24.3811,51.8747,24.3313,0.0117,0.0292,24.457
2021-01-20 16:00:00,24.3149,24.5925,24.0372,24.3758,52.1126,24.3149,0.0073,0.0267,24.4669
2021-01-20 15:00:00,24.2984,24.5958,24.001,24.3695,53.0484,24.2984,0.0024,0.0222,24.5061
2021-01-20 14:00:00,24.2817,24.5869,23.9764,24.3601,52.3248,24.2817,-0.0025,0.0121,24.4718
2021-01-20 13:00:00,24.2637,24.5849,23.9425,24.3524,52.1363,24.2637,-0.0062,0.0025,24.4627
2021-01-20 12:00:00,24.2474,24.5761,23.9188,24.3448,50.1522,24.2474,-0.0084,-0.0088,24.3682
2021-01-20 11:00:00,24.2386,24.5681,23.909,24.3432,47.2859,24.2386,-0.0083,-0.0135,24.24
2021-01-20 10:00:00,24.2374,24.5672,23.9077,24.3503,48.4183,24.2374,-0.007,-0.0063,24.294
2021-01-20 09:00:00,24.2307,24.5638,23.8976,24.3542,48.0954,24.2307,-0.0072,-0.0024,24.2795
2021-01-20 08:00:00,24.227,24.5603,23.8936,24.3593,47.6645,24.227,-0.0084,0.004,24.2598
2021-01-20 07:00:00,24.2296,24.5652,23.894,24.3662,49.042,24.2296,-0.0114,0.0141,24.3288
2021-01-20 06:00:00,24.2345,24.58,23.8891,24.3688,50.8691,24.2345,-0.0178,0.0198,24.4175
2021-01-20 05:00:00,24.2391,24.5976,23.8806,24.3654,52.1205,24.2391,-0.0273,0.0178,24.4767
2021-01-19 20:00:00,24.2434,24.6159,23.8709,24.3578,51.93,24.2434,-0.0385,0.0089,24.4669
2021-01-19 19:00:00,24.2477,24.6331,23.8623,24.3502,52.3326,24.2477,-0.0504,-0.0016,24.4866
2021-01-19 18:00:00,24.2582,24.6842,23.8322,24.3408,50.8595,24.2582,-0.0626,-0.0169,24.4077
2021-01-19 17:00:00,24.2871,24.8467,23.7275,24.3362,49.7333,24.2871,-0.074,-0.0283,24.3485
2021-01-19 16:00:00,24.3174,24.9762,23.6585,24.3354,48.9797,24.3174,-0.0854,-0.0363,24.3091
2021-01-19 15:00:00,24.3486,25.0869,23.6103,24.3372,51.2059,24.3486,-0.0977,-0.042,24.4274
2021-01-19 14:00:00,24.37,25.152,23.5879,24.331,49.7923,24.37,-0.1117,-0.0607,24.3516
2021-01-19 13:00:00,24.3957,25.223,23.5684,24.3295,49.0312,24.3957,-0.1244,-0.076,24.3111
2021-01-19 12:00:00,24.4234,25.2921,23.5546,24.3308,49.0039,24.4234,-0.1365,-0.0902,24.3097
2021-01-19 11:00:00,24.4485,25.3458,23.5512,24.3323,49.1636,24.4485,-0.1481,-0.107,24.3189
2021-01-19 10:00:00,24.4695,25.3831,23.5559,24.3332,46.3775,24.4695,-0.1584,-0.1277,24.1661
2021-01-19 09:00:00,24.4925,25.4092,23.5759,24.3447,47.7653,24.4925,-0.1661,-0.1368,24.2499
2021-01-19 08:00:00,24.5117,25.4312,23.5921,24.3513,46.3035,24.5117,-0.1734,-0.155,24.171
2021-01-19 07:00:00,24.5347,25.4535,23.6159,24.3637,46.1213,24.5347,-0.178,-0.1678,24.1611
2021-01-19 06:00:00,24.5511,25.4602,23.642,24.3777,46.7344,24.5511,-0.1805,-0.1808,24.2006
2021-01-19 05:00:00,24.5735,25.48,23.667,24.3899,47.9672,24.5735,-0.1804,-0.1987,24.2795
2021-01-15 20:00:00,24.5939,25.5005,23.6872,24.3975,41.6427,24.5939,-0.1758,-0.2268,23.9442
2021-01-15 19:00:00,24.6251,25.5042,23.746,24.4287,41.9325,24.6251,-0.1631,-0.2252,23.9639
2021-01-15 18:00:00,24.658,25.509,23.8069,24.4608,42.074,24.658,-0.1476,-0.2218,23.9738
2021-01-15 17:00:00,24.6774,25.4908,23.8639,24.4944,42.4899,24.6774,-0.129,-0.2153,24.0034
2021-01-15 16:00:00,24.6954,25.4714,23.9194,24.5282,41.1784,24.6954,-0.1074,-0.2069,23.9343
2021-01-15 15:00:00,24.7175,25.4416,23.9933,24.5692,41.7038,24.7175,-0.0826,-0.1861,23.9738
2021-01-15 14:00:00,24.7345,25.4103,24.0588,24.6103,43.445,24.7345,-0.0567,-0.1609,24.102
2021-01-15 13:00:00,24.746,25.3893,24.1028,24.6453,44.9091,24.746,-0.0306,-0.1394,24.2055
2021-01-15 12:00:00,24.7565,25.3739,24.1392,24.6757,42.8708,24.7565,-0.0035,-0.1205,24.0921
2021-01-15 11:00:00,24.7704,25.3447,24.1961,24.7159,43.9156,24.7704,0.0258,-0.0831,24.1676
2021-01-15 10:00:00,24.7785,25.3246,24.2325,24.7537,46.3945,24.7785,0.053,-0.0418,24.3387
2021-01-15 09:00:00,24.779,25.3235,24.2345,24.7823,48.5312,24.779,0.0767,-0.0059,24.4767
2021-01-15 08:00:00,24.7805,25.3219,24.2391,24.8034,49.7981,24.7805,0.0974,0.0259,24.5556
2021-01-15 07:00:00,24.7795,25.3227,24.2363,24.8205,50.5961,24.7795,0.1152,0.0582,24.6049
2021-01-15 06:00:00,24.7894,25.3302,24.2485,24.8354,50.4426,24.7894,0.1295,0.0934,24.5951
2021-01-15 05:00:00,24.7982,25.3348,24.2617,24.852,53.839,24.7982,0.1385,0.1381,24.8022
2021-01-14 20:00:00,24.7966,25.3334,24.2598,24.8554,63.2488,24.7966,0.1386,0.172,25.2755
2021-01-14 19:00:00,24.7825,25.2896,24.2754,24.8264,62.9883,24.7825,0.1303,0.1646,25.2558
2021-01-14 18:00:00,24.7749,25.2598,24.29,24.7968,62.861,24.7749,0.1217,0.1547,25.2459
2021-01-14 17:00:00,24.7598,25.2122,24.3073,24.7658,60.4977,24.7598,0.1134,0.1409,25.0684
2021-01-14 16:00:00,24.7483,25.1861,24.3105,24.745,61.6566,24.7483,0.1066,0.1392,25.1227
2021-01-14 15:00:00,24.7366,25.1519,24.3213,24.7189,62.0746,24.7366,0.0984,0.1296,25.1424
2021-01-14 14:00:00,24.7207,25.1083,24.3331,24.6897,61.0537,24.7207,0.0906,0.1134,25.0635
2021-01-14 13:00:00,24.7074,25.0738,24.3409,24.6639,59.5402,24.7074,0.0849,0.0991,24.9501
2021-01-14 12:00:00,24.6945,25.053,24.336,24.6442,58.2445,24.6945,0.0814,0.091,24.8564
2021-01-14 11:00:00,24.6836,25.0416,24.3255,24.6296,57.7906,24.6836,0.079,0.0888,24.8238
2021-01-14 10:00:00,24.6722,25.0334,24.3109,24.6162,58.4984,24.6722,0.0765,0.0881,24.8613
2021-01-14 09:00:00,24.6641,25.0188,24.3094,24.5993,55.5927,24.6641,0.0737,0.0821,24.6542
2021-01-14 08:00:00,24.669,25.027,24.3109,24.5955,59.8353,24.669,0.0716,0.0943,24.8712
2021-01-14 07:00:00,24.6579,25.0108,24.305,24.5765,60.2393,24.6579,0.0659,0.0864,24.8909
2021-01-14 06:00:00,24.6454,24.9908,24.2999,24.5548,60.1091,24.6454,0.0608,0.073,24.881
2021-01-14 05:00:00,24.6322,24.9708,24.2937,24.5323,61.4709,24.6322,0.0577,0.0559,24.9501
2021-01-13 20:00:00,24.6096,24.951,24.2681,24.5035,55.9593,24.6096,0.0582,0.0263,24.5556
2021-01-13 19:00:00,24.601,24.9599,24.2422,24.4999,55.8065,24.601,0.0661,0.0282,24.5457
2021-01-13 18:00:00,24.5905,24.9729,24.2081,24.4967,56.7582,24.5905,0.0756,0.0312,24.5951
2021-01-13 17:00:00,24.5767,24.9864,24.167,24.4899,55.1187,24.5767,0.0867,0.0297,24.4858
2021-01-13 16:00:00,24.5639,25.0068,24.121,24.4902,54.5291,24.5639,0.101,0.0383,24.4471
2021-01-13 15:00:00,24.5524,25.0238,24.081,24.4932,55.887,24.5524,0.1167,0.0528,24.5211
2021-01-13 14:00:00,24.5387,25.036,24.0415,24.4912,55.6736,24.5387,0.1327,0.0629,24.5063
2021-01-13 13:00:00,24.5233,25.0515,23.9951,24.4902,54.3207,24.5233,0.1501,0.0765,24.4126
2021-01-13 12:00:00,24.5129,25.0612,23.9647,24.4956,53.4533,24.5129,0.1685,0.1022,24.3534
2021-01-13 11:00:00,24.5036,25.0716,23.9355,24.5054,56.3857,24.5036,0.185,0.1396,24.5211
2021-01-13 10:00:00,24.4886,25.0773,23.8999,24.5043,56.4738,24.4886,0.1964,0.1682,24.526
2021-01-13 09:00:00,24.4728,25.0817,23.864,24.5028,63.7953,24.4728,0.2035,0.2017,24.9008
2021-01-13 08:00:00,24.4359,25.0705,23.8012,24.4753,63.3113,24.4359,0.2039,0.2035,24.8613
2021-01-13 07:00:00,24.3981,25.0613,23.7348,24.4487,61.9594,24.3981,0.204,0.2067,24.7528
2021-01-13 06:00:00,24.3557,25.0823,23.629,24.4277,64.0328,24.3557,0.2033,0.2189,24.8515
2021-01-13 05:00:00,24.3172,25.0568,23.5775,24.3985,67.9918,24.3172,0.1994,0.2213,25.029
2021-01-12 20:00:00,24.2712,24.9997,23.5427,24.355,65.2202,24.2712,0.194,0.203,24.7923
2021-01-12 19:00:00,24.234,24.9661,23.502,24.3249,64.3499,24.234,0.1917,0.2008,24.7233
2021-01-12 18:00:00,24.1992,24.9343,23.4641,24.2974,65.4813,24.1992,0.1895,0.2021,24.7726
2021-01-12 17:00:00,24.1801,24.8837,23.4765,24.2646,64.143,24.1801,0.1863,0.1958,24.6643
2021-01-12 16:00:00,24.1643,24.8447,23.484,24.2371,64.1406,24.1643,0.184,0.1959,24.6641
2021-01-12 15:00:00,24.1476,24.8021,23.493,24.2076,62.8928,24.1476,0.181,0.1933,24.5636
2021-01-12 14:00:00,24.1332,24.7692,23.4971,24.1831,62.4579,24.1332,0.1779,0.1973,24.529
2021-01-12 13:00:00,24.1173,24.7366,23.498,24.1592,61.867,24.1173,0.1731,0.2031,24.4816
2021-01-12 12:00:00,24.1045,24.7088,23.5001,24.137,64.7399,24.1045,0.1656,0.2124,24.6197
2021-01-12 11:00:00,24.0803,24.6577,23.503,24.1037,68.7799,24.0803,0.1539,0.2071,24.8004
2021-01-12 10:00:00,24.0554,24.5671,23.5437,24.0556,65.7866,24.0554,0.1406,0.1789,24.5384
2021-01-12 09:00:00,24.0408,24.5205,23.5611,24.0223,65.5159,24.0408,0.131,0.167,24.5162
2021-01-12 08:00:00,24.0237,24.4698,23.5776,23.9883,65.1607,24.0237,0.122,0.1516,24.4866
2021-01-12 07:00:00,23.9987,24.4217,23.5757,23.9539,62.4163,23.9987,0.1146,0.1328,24.2696
2021-01-12 06:00:00,23.9826,24.3998,23.5654,23.9322,63.0712,23.9826,0.11,0.129,24.2992
2021-01-12 05:00:00,23.9658,24.3711,23.5606,23.9068,62.176,23.9658,0.1053,0.1192,24.2302
2021-01-11 20:00:00,23.9497,24.35,23.5494,23.8845,61.5321,23.9497,0.1018,0.112,24.1809
2021-01-11 19:00:00,23.9293,24.3426,23.5161,23.8641,60.4919,23.9293,0.0993,0.1062,24.102
2021-01-11 18:00:00,23.9155,24.3324,23.4986,23.8477,60.4919,23.9155,0.0976,0.1053,24.102
2021-01-11 17:00:00,23.9037,24.3189,23.4885,23.8302,60.6836,23.9037,0.0956,0.1026,24.1118
2021-01-11 16:00:00,23.8912,24.3031,23.4793,23.8107,59.8222,23.8912,0.0939,0.0967,24.0428
2021-01-11 15:00:00,23.8764,24.2973,23.4555,23.7947,60.9283,23.8764,0.0932,0.0948,24.102
2021-01-11 14:00:00,23.8587,24.2849,23.4325,23.7735,60.576,23.8587,0.0928,0.0849,24.0724
2021-01-11 13:00:00,23.8422,24.2722,23.4122,23.7529,60.576,23.8422,0.0947,0.0741,24.0724
2021-01-11 12:00:00,23.8261,24.2566,23.3956,23.7309,60.3533,23.8261,0.0999,0.0592,24.0527
2021-01-11 11:00:00,23.8064,24.2477,23.3651,23.7087,57.2608,23.8064,0.1101,0.0413,23.7913
2021-01-11 10:00:00,23.7977,24.25,23.3454,23.703,56.4555,23.7977,0.1273,0.0445,23.7272
2021-01-11 09:00:00,23.7911,24.2529,23.3293,23.7013,53.178,23.7911,0.148,0.0545,23.4809
2021-01-11 08:00:00,23.7988,24.2472,23.3505,23.7166,56.8154,23.7988,0.1714,0.0915,23.6976
2021-01-11 07:00:00,23.7942,24.2494,23.339,23.7179,56.1559,23.7942,0.1914,0.1154,23.6483
2021-01-11 06:00:00,23.7831,24.2676,23.2985,23.7227,56.6578,23.7831,0.2104,0.1492,23.6779
2021-01-11 05:00:00,23.7669,24.2946,23.2393,23.7257,56.6578,23.7669,0.2257,0.1871,23.6779
2021-01-08 20:00:00,23.7502,24.3185,23.1819,23.729,66.4626,23.7502,0.2353,0.2328,24.2006
2021-01-08 19:00:00,23.718,24.29,23.1459,23.6965,66.3564,23.718,0.2359,0.2345,24.1907
2021-01-08 18:00:00,23.69,24.2487,23.1313,23.6624,66.0446,23.69,0.2363,0.2344,24.1611
2021-01-08 17:00:00,23.6588,24.2134,23.1042,23.628,65.7376,23.6588,0.2367,0.2337,24.1316
2021-01-08 16:00:00,23.6286,24.1756,23.0815,23.5933,64.9202,23.6286,0.2375,0.2325,24.0527
2021-01-08 15:00:00,23.6,24.145,23.0549,23.5616,65.7735,23.6,0.2387,0.2356,24.097
2021-01-08 14:00:00,23.5676,24.1061,23.0291,23.5247,63.6708,23.5676,0.2395,0.2317,23.8949
2021-01-08 13:00:00,23.5408,24.0913,22.9902,23.4992,66.7674,23.5408,0.2414,0.2438,24.0528
2021-01-08 12:00:00,23.5114,24.0433,22.9794,23.461,67.724,23.5114,0.2409,0.2397,24.1002
2021-01-08 11:00:00,23.4886,23.9743,23.0029,23.4169,66.7848,23.4886,0.2411,0.2261,24.0034
2021-01-08 10:00:00,23.4638,23.9167,23.0108,23.3765,64.0008,23.4638,0.2449,0.2154,23.7371
