date,Lower BBand,Middle BBand,Upper BBand,EMA,RSI,SMA,MACD,MACD Signal,Closing Price
2021-02-17 19:00:00,34.5161,34.7699,35.0238,34.7757,53.312,34.7699,0.047,0.0355,34.86
2021-02-17 18:00:00,34.5139,34.7722,35.0306,34.7699,53.0142,34.7722,0.0477,0.0327,34.85
2021-02-17 17:00:00,34.5105,34.7679,35.0253,34.7644,53.0142,34.7679,0.0491,0.0289,34.85
2021-02-17 16:00:00,34.5056,34.7626,35.0195,34.7584,54.6427,34.7626,0.05,0.0238,34.9
2021-02-17 15:00:00,34.5003,34.7546,35.0089,34.7487,54.235,34.7546,0.0454,0.0173,34.885
2021-02-17 14:00:00,34.4981,34.7484,34.9987,34.7393,56.8705,34.7484,0.0404,0.0103,34.965
2021-02-17 13:00:00,34.5031,34.7402,34.9774,34.7237,56.2279,34.7402,0.0253,0.0027,34.94
2021-02-17 12:00:00,34.5038,34.7307,34.9577,34.7088,55.9769,34.7307,0.0082,-0.0029,34.9301
2021-02-17 11:00:00,34.5102,34.7254,34.9406,34.6935,50.4208,34.7254,-0.0127,-0.0057,34.73
2021-02-17 10:00:00,34.5105,34.7285,34.9465,34.691,44.6878,34.7285,-0.0189,-0.004,34.56
2021-02-17 09:00:00,34.5257,34.7376,34.9496,34.7001,45.8949,34.7376,-0.0092,-0.0002,34.6
2021-02-17 08:00:00,34.5367,34.7424,34.948,34.707,49.1,34.7424,-0.0007,0.002,34.7
2021-02-17 07:00:00,34.5293,34.7395,34.9498,34.7074,50.8153,34.7395,-0.0001,0.0027,34.75
2021-02-17 06:00:00,34.4951,34.7295,34.964,34.7045,49.0963,34.7295,-0.0044,0.0034,34.7
2021-02-17 05:00:00,34.4729,34.7225,34.9721,34.7048,49.0963,34.7225,-0.0048,0.0054,34.7
2021-02-16 20:00:00,34.4538,34.7159,34.9779,34.7051,48.4225,34.7159,-0.0051,0.0079,34.68
