date,Upper BBand,Lower BBand,Middle BBand,EMA,RSI,SMA,MACD Signal,MACD,Closing Price
2021-02-12 07:00:00,22.9506,20.0733,21.5119,21.028,54.0396,21.5119,0.1398,-0.0529,20.8
2021-02-12 05:00:00,23.0042,19.9657,21.4849,21.0438,52.2517,21.4849,0.188,-0.0322,20.51
2021-02-11 20:00:00,23.0338,19.9074,21.4706,21.0806,54.3666,21.4706,0.2431,0.0242,20.81
2021-02-11 19:00:00,23.0668,19.8298,21.4483,21.0992,54.1273,21.4483,0.2978,0.0653,20.77
2021-02-11 18:00:00,23.096,19.7585,21.4273,21.1219,54.7518,21.4273,0.3559,0.121,20.86
2021-02-11 17:00:00,23.1272,19.676,21.4016,21.14,54.8878,21.4016,0.4146,0.181,20.88
2021-02-11 16:00:00,23.1444,19.6188,21.3816,21.1579,57.9498,21.3816,0.473,0.253,21.32
2021-02-11 15:00:00,23.1764,19.4915,21.3339,21.1467,56.1774,21.3339,0.5281,0.2964,20.99
2021-02-11 14:00:00,23.1911,19.4242,21.3076,21.1576,59.9526,21.3076,0.586,0.3811,21.5
2021-02-11 13:00:00,23.2261,19.2598,21.2429,21.1339,57.5749,21.2429,0.6372,0.4317,21.06
2021-02-11 12:00:00,23.3393,18.9939,21.1666,21.139,60.5776,21.1666,0.6886,0.5348,21.44
2021-02-11 11:00:00,23.4629,18.6607,21.0618,21.1183,65.8166,21.0618,0.727,0.62,22.04
2021-02-11 10:00:00,23.4403,18.4834,20.9618,21.0547,69.4963,20.9618,0.7538,0.6585,22.42
2021-02-11 09:00:00,23.3651,18.3272,20.8462,20.9606,67.1107,20.8462,0.7776,0.6595,21.91
2021-02-11 08:00:00,23.3426,18.1331,20.7378,20.8951,66.054,20.7378,0.8071,0.7031,21.7
2021-02-11 05:00:00,23.293,18.0119,20.6525,20.8396,69.1208,20.6525,0.8332,0.7698,22.0
2021-02-10 20:00:00,23.2027,17.9116,20.5572,20.7595,69.3283,20.5572,0.849,0.8133,22.02
2021-02-10 19:00:00,23.0945,17.8318,20.4632,20.6726,69.3283,20.4632,0.8579,0.8549,22.02
2021-02-10 18:00:00,22.9716,17.7693,20.3705,20.5797,70.1148,20.3705,0.8587,0.8956,22.1
2021-02-10 17:00:00,22.8249,17.7254,20.2752,20.4748,69.6994,20.2752,0.8495,0.9263,22.0
2021-02-10 16:00:00,22.6774,17.6836,20.1805,20.3696,71.723,20.1805,0.8302,0.9623,22.21
2021-02-10 15:00:00,22.4834,17.6749,20.0792,20.2427,74.2022,20.0792,0.7972,0.9728,22.46
2021-02-10 14:00:00,22.225,17.7133,19.9692,20.0898,73.7813,19.9692,0.7533,0.9466,22.3399
2021-02-10 13:00:00,21.9599,17.7531,19.8565,19.9346,77.8725,19.8565,0.705,0.9117,22.74
2021-02-10 12:00:00,21.5643,17.8941,19.7292,19.7411,76.5911,19.7292,0.6533,0.8131,22.3314
2021-02-10 11:00:00,21.2066,18.0061,19.6064,19.5625,74.7791,19.6064,0.6134,0.717,21.807
2021-02-10 10:00:00,20.9188,18.0758,19.4973,19.4077,73.5051,19.4973,0.5875,0.6373,21.47
2021-02-10 09:00:00,20.6773,18.1045,19.3909,19.2655,68.91,19.3909,0.5751,0.5606,20.45
2021-02-10 08:00:00,20.6866,17.8985,19.2925,19.1838,68.6524,19.2925,0.5787,0.5585,20.4
2021-02-10 06:00:00,20.6576,17.7408,19.1992,19.0999,66.5061,19.1992,0.5837,0.5527,20.0
2021-02-09 20:00:00,20.6505,17.5906,19.1205,19.0379,66.4506,19.1205,0.5915,0.5781,19.99
2021-02-09 19:00:00,20.6258,17.4586,19.0422,18.9722,67.4228,19.0422,0.5949,0.603,20.08
2021-02-09 18:00:00,20.5917,17.3154,18.9535,18.8958,68.0645,18.9535,0.5928,0.6169,20.14
2021-02-09 17:00:00,20.5809,17.1102,18.8455,18.81,68.0645,18.8455,0.5868,0.6195,20.14
2021-02-09 16:00:00,20.5509,16.9169,18.7339,18.7183,67.8261,18.7339,0.5786,0.6139,20.09
2021-02-09 15:00:00,20.4968,16.7515,18.6242,18.6237,69.7389,18.6242,0.5698,0.6029,20.28
2021-02-09 14:00:00,20.3909,16.6228,18.5069,18.5094,67.9451,18.5069,0.5616,0.5607,19.89
2021-02-09 13:00:00,20.3279,16.4671,18.3975,18.4142,71.1875,18.3975,0.5618,0.5384,20.2
2021-02-09 12:00:00,20.1599,16.4265,18.2932,18.291,68.1542,18.2932,0.5677,0.4705,19.5599
2021-02-09 11:00:00,20.0666,16.3524,18.2095,18.2035,63.5804,18.2095,0.592,0.4422,18.77
2021-02-09 10:00:00,20.029,16.3061,18.1675,18.1645,60.2727,18.1675,0.6294,0.4802,18.2963
2021-02-09 09:00:00,20.017,16.265,18.141,18.1554,69.9085,18.141,0.6667,0.5698,19.04
2021-02-09 08:00:00,19.9871,16.1288,18.058,18.0944,69.335,18.058,0.6909,0.6002,18.95
2021-02-09 07:00:00,19.9724,15.9639,17.9681,18.0354,67.3997,17.9681,0.7136,0.6394,18.66
2021-02-09 06:00:00,20.0083,15.7347,17.8715,17.9923,74.9699,17.8715,0.7322,0.7097,19.14
2021-02-09 05:00:00,19.9721,15.5448,17.7585,17.9131,74.9699,17.7585,0.7378,0.7402,19.14
2021-02-08 20:00:00,19.911,15.3799,17.6455,17.8285,75.9665,17.6455,0.7372,0.7684,19.2
2021-02-08 19:00:00,19.8475,15.1895,17.5185,17.7339,76.6229,17.5185,0.7294,0.787,19.24
