date,Lower BBBAND,Middle BBAND,Upper BBAND,EMA,RSI,SMA,MACD,MACD_Signal,Closing Price
2021-02-01 12:00:00,63.8442,66.8987,69.9531,67.2335,44.4288,66.8987,-0.5275,-0.5066,65.45
2021-02-01 11:00:00,63.891,66.9221,69.9531,67.294,43.6381,66.9221,-0.5312,-0.5013,65.05
2021-02-01 10:00:00,63.9676,66.9617,69.9558,67.37,44.3044,66.9617,-0.4874,-0.4939,65.48
2021-02-01 09:00:00,64.022,66.9923,69.9627,67.4341,44.7262,66.9923,-0.4683,-0.4955,65.75
2021-02-01 08:00:00,64.0439,67.0502,70.0564,67.4912,44.913,67.0502,-0.4646,-0.5023,65.87
2021-02-01 07:00:00,64.0713,67.1023,70.1334,67.5461,46.2916,67.1023,-0.4653,-0.5117,66.74
2021-02-01 06:00:00,64.0791,67.134,70.1888,67.5735,45.8406,67.134,-0.548,-0.5233,66.5
2021-02-01 05:00:00,64.0937,67.1713,70.2489,67.6099,46.3187,67.1713,-0.6211,-0.5171,66.8
2021-01-29 20:00:00,64.1063,67.1975,70.2887,67.6373,43.8023,67.1975,-0.736,-0.4911,65.49
2021-01-29 19:00:00,64.1701,67.2493,70.3285,67.7101,43.8023,67.2493,-0.7385,-0.4299,65.49
2021-01-29 18:00:00,64.2375,67.3012,70.3648,67.7854,43.5287,67.3012,-0.731,-0.3528,65.35
2021-01-29 17:00:00,64.3184,67.352,70.3855,67.8679,43.6033,67.352,-0.6965,-0.2582,65.4
2021-01-29 16:00:00,64.399,67.4045,70.41,67.9516,42.9111,67.4045,-0.6475,-0.1487,65.04
2021-01-29 15:00:00,64.5084,67.461,70.4137,68.0503,43.099,67.461,-0.5388,-0.024,65.17
2021-01-29 14:00:00,64.6107,67.5215,70.4324,68.1479,42.7959,67.5215,-0.4055,0.1047,65.01
2021-01-29 13:00:00,64.7327,67.5811,70.4296,68.2543,42.5515,67.5811,-0.2131,0.2323,64.88
2021-01-29 12:00:00,64.8706,67.632,70.3933,68.3687,45.149,67.632,0.0487,0.3436,66.66
2021-01-29 11:00:00,64.898,67.6478,70.3975,68.4266,45.7977,67.6478,0.2009,0.4174,67.08
2021-01-29 10:00:00,64.9173,67.6708,70.4242,68.4722,45.9755,67.6708,0.3496,0.4715,67.195
2021-01-29 09:00:00,64.9261,67.7042,70.4823,68.5155,49.2022,67.7042,0.5225,0.5019,69.17
