date,Lower BBBAND,Middle BBAND,Upper BBAND,EMA,RSI,SMA,MACD,MACD_Signal,Closing Price
2021-01-29 08:00:00,64.8546,67.7347,70.6148,68.4933,48.8807,67.7347,0.5345,0.4968,68.99
2021-01-28 20:00:00,64.8023,67.7629,70.7235,68.4765,48.7744,67.7629,0.5604,0.4874,68.93
2021-01-28 19:00:00,64.7483,67.7935,70.8388,68.4611,48.9579,67.7935,0.5914,0.4691,69.04
2021-01-28 18:00:00,64.6273,67.8429,71.0584,68.4415,48.9579,67.8429,0.6112,0.4385,69.04
2021-01-28 17:00:00,64.5178,67.8922,71.2666,68.4212,49.0552,67.8922,0.6275,0.3954,69.1
2021-01-28 16:00:00,64.4238,67.939,71.4542,68.3982,48.9555,67.939,0.6332,0.3373,69.04
2021-01-28 15:00:00,64.3325,67.9884,71.6443,68.3765,50.1468,67.9884,0.6373,0.2634,69.78
2021-01-28 14:00:00,64.2598,68.0237,71.7876,68.3289,49.2274,68.0237,0.5579,0.1699,69.22
2021-01-28 13:00:00,64.1845,68.0692,71.9539,68.2987,50.0376,68.0692,0.5054,0.0729,69.72
2021-01-28 12:00:00,64.117,68.1067,72.0964,68.2505,48.7773,68.1067,0.3803,-0.0352,68.9599
2021-01-28 11:00:00,64.0648,68.1517,72.2386,68.2264,47.824,68.1517,0.2923,-0.1391,68.4
2021-01-28 10:00:00,64.0193,68.2071,72.3949,68.2206,48.7969,68.2071,0.2329,-0.247,69.01
2021-01-28 09:00:00,63.9579,68.2587,72.5595,68.1938,49.2492,68.2587,0.0915,-0.367,69.29
2021-01-28 08:00:00,63.9106,68.3014,72.6921,68.1566,52.1517,68.3014,-0.1188,-0.4816,71.0
2021-01-28 07:00:00,63.9018,68.3069,72.7119,68.0603,41.9154,68.3069,-0.5596,-0.5723,65.8
2021-01-28 06:00:00,63.9575,68.4089,72.8602,68.1369,40.4951,68.4089,-0.5846,-0.5754,65.21
2021-01-27 20:00:00,64.0704,68.5149,72.9593,68.2361,40.9794,68.5149,-0.548,-0.5731,65.5
2021-01-27 19:00:00,64.1383,68.6332,73.1281,68.3288,41.3822,68.6332,-0.5228,-0.5794,65.74
2021-01-27 18:00:00,64.1884,68.7537,73.319,68.4166,41.9053,68.7537,-0.5075,-0.5935,66.05
2021-01-27 17:00:00,64.2521,68.8612,73.4703,68.4968,41.812,68.8612,-0.5121,-0.6151,66.01
2021-01-27 16:00:00,64.3302,68.9685,73.6069,68.5811,42.0946,68.9685,-0.5065,-0.6408,66.18
2021-01-27 15:00:00,64.4017,69.0764,73.7511,68.6625,41.1629,69.0764,-0.5093,-0.6744,65.775
2021-01-27 14:00:00,64.4996,69.1953,73.891,68.7604,44.2096,69.1953,-0.4642,-0.7156,67.5391
2021-01-27 13:00:00,64.526,69.2788,74.0316,68.8018,43.1564,69.2788,-0.5795,-0.7785,67.09
2021-01-27 12:00:00,64.5793,69.3697,74.1601,68.8598,41.8832,69.3697,-0.6725,-0.8282,66.56
2021-01-27 11:00:00,64.6824,69.4584,74.2344,68.9378,44.2946,69.4584,-0.7274,-0.8672,67.87
2021-01-27 10:00:00,64.7158,69.5352,74.3547,68.974,38.5884,69.5352,-0.9204,-0.9021,65.72
2021-01-27 09:00:00,64.8838,69.6401,74.3964,69.0843,37.2057,69.6401,-0.9344,-0.8975,65.25
2021-01-27 08:00:00,65.0643,69.7756,74.487,69.2143,37.5953,69.7756,-0.8908,-0.8883,65.47
2021-01-27 07:00:00,65.2413,69.9083,74.5753,69.3412,38.8125,69.9083,-0.8445,-0.8877,66.14
2021-01-27 06:00:00,65.3932,70.0235,74.6537,69.4497,39.488,70.0235,-0.8415,-0.8985,66.5
2021-01-27 05:00:00,65.5311,70.1326,74.7342,69.5497,39.867,70.1326,-0.862,-0.9128,66.7
2021-01-26 20:00:00,65.6668,70.2376,74.8085,69.6463,39.9613,70.2376,-0.896,-0.9254,66.75
2021-01-26 19:00:00,65.8141,70.3376,74.8612,69.7445,39.9613,70.3376,-0.9315,-0.9328,66.75
2021-01-26 18:00:00,65.9693,70.439,74.9086,69.846,40.0529,70.439,-0.9632,-0.9331,66.8
2021-01-26 17:00:00,66.1283,70.5417,74.9551,69.9492,39.0918,70.5417,-0.9948,-0.9256,66.45
2021-01-26 16:00:00,66.3166,70.6569,74.9971,70.0678,39.2155,70.6569,-0.985,-0.9083,66.52
2021-01-26 15:00:00,66.5208,70.7644,75.008,70.1881,39.4786,70.7644,-0.9653,-0.8891,66.67
2021-01-26 14:00:00,66.7313,70.8626,74.9939,70.3074,39.653,70.8626,-0.9414,-0.8701,66.77
2021-01-26 13:00:00,66.9446,70.9611,74.9776,70.4273,40.0708,70.9611,-0.9073,-0.8523,67.01
2021-01-26 12:00:00,67.1465,71.0602,74.9739,70.5431,39.6671,71.0602,-0.8751,-0.8385,66.855
2021-01-26 11:00:00,67.3603,71.1739,74.9876,70.6681,40.6664,71.1739,-0.8055,-0.8294,67.43
2021-01-26 10:00:00,67.5371,71.2789,75.0207,70.7779,40.3712,71.2789,-0.7634,-0.8353,67.3151
2021-01-26 09:00:00,67.7422,71.3828,75.0235,70.8953,43.9342,71.3828,-0.6869,-0.8533,69.22
2021-01-26 08:00:00,67.8211,71.4517,75.0823,70.9521,43.3666,71.4517,-0.7733,-0.8949,69.0
2021-01-26 07:00:00,67.9159,71.5267,75.1375,71.0182,42.4287,71.5267,-0.8499,-0.9253,68.64
2021-01-26 06:00:00,68.0353,71.6127,75.19,71.0989,42.6215,71.6127,-0.8986,-0.9442,68.74
2021-01-26 05:00:00,68.1629,71.6913,75.2198,71.1788,41.6569,71.6913,-0.9579,-0.9556,68.37
2021-01-25 20:00:00,68.3158,71.7853,75.2549,71.274,42.0894,71.7853,-0.982,-0.955,68.6
2021-01-25 19:00:00,68.4472,71.8833,75.3194,71.3647,42.0894,71.8833,-1.0218,-0.9483,68.6
2021-01-25 18:00:00,68.5955,71.9785,75.3615,71.4584,41.5794,71.9785,-1.0579,-0.9299,68.4
2021-01-25 17:00:00,68.7821,72.0712,75.3603,71.5621,41.8512,72.0712,-1.0681,-0.8979,68.55
2021-01-25 16:00:00,68.9769,72.1515,75.3261,71.6642,41.5582,72.1515,-1.0809,-0.8554,68.433
2021-01-25 15:00:00,69.1911,72.2403,75.2895,71.7737,42.2144,72.2403,-1.0695,-0.799,68.8
2021-01-25 14:00:00,69.3851,72.3223,75.2595,71.8745,41.6839,72.3223,-1.0769,-0.7313,68.585
2021-01-25 13:00:00,69.6105,72.4125,75.2146,71.986,40.0349,72.4125,-1.0488,-0.6449,67.93
2021-01-25 12:00:00,69.9231,72.522,75.1209,72.1235,39.2091,72.522,-0.9309,-0.544,67.61
2021-01-25 11:00:00,70.323,72.6369,74.9507,72.2765,40.6721,72.6369,-0.7343,-0.4473,68.46
2021-01-25 10:00:00,70.6665,72.7089,74.7513,72.4059,42.0142,72.7089,-0.5593,-0.3755,69.2
2021-01-25 09:00:00,70.9444,72.7804,74.6163,72.5146,45.6143,72.7804,-0.4031,-0.3295,71.0
2021-01-25 08:00:00,71.0355,72.8122,74.5889,72.5659,44.7872,72.8122,-0.3811,-0.3112,70.68
2021-01-25 07:00:00,71.162,72.8499,74.5377,72.6298,44.9764,72.8499,-0.315,-0.2937,70.77
2021-01-25 05:00:00,71.2869,72.8855,74.4842,72.6929,47.6828,72.8855,-0.2351,-0.2883,72.0
2021-01-22 20:00:00,71.3199,72.9125,74.5051,72.7164,47.6828,72.9125,-0.255,-0.3017,72.0
2021-01-22 19:00:00,71.3457,72.9469,74.5481,72.7406,47.4592,72.9469,-0.2767,-0.3133,71.91
2021-01-22 18:00:00,71.3621,72.9905,74.6189,72.7688,47.6595,72.9905,-0.2912,-0.3225,72.0
2021-01-22 17:00:00,71.4004,73.02,74.6397,72.7949,47.417,73.02,-0.3146,-0.3303,71.9
2021-01-22 16:00:00,71.4405,73.0567,74.6729,72.8252,47.5253,73.0567,-0.3297,-0.3342,71.95
2021-01-22 15:00:00,71.4198,73.1134,74.8069,72.8549,47.568,73.1134,-0.3493,-0.3353,71.97
2021-01-22 14:00:00,71.4233,73.1657,74.9081,72.8849,46.8395,73.1657,-0.3713,-0.3318,71.66
2021-01-22 13:00:00,71.4559,73.2232,74.9905,72.9264,46.974,73.2232,-0.3624,-0.322,71.725
2021-01-22 12:00:00,71.4875,73.2808,75.0741,72.9671,47.7629,73.2808,-0.3524,-0.3119,72.105
2021-01-22 11:00:00,71.4422,73.347,75.2519,72.9963,47.1775,73.347,-0.3732,-0.3017,71.85
2021-01-22 10:00:00,71.4268,73.4179,75.4089,73.0352,45.9633,73.4179,-0.3684,-0.2838,71.33
2021-01-22 09:00:00,71.443,73.5025,75.5621,73.093,47.1732,73.5025,-0.3039,-0.2627,71.92
2021-01-22 08:00:00,71.4587,73.5697,75.6807,73.1327,46.3494,73.5697,-0.2772,-0.2524,71.57
2021-01-21 20:00:00,71.5149,73.6414,75.7678,73.1857,48.5397,73.6414,-0.2035,-0.2462,72.6
2021-01-21 19:00:00,71.4954,73.701,75.9067,73.2056,49.3635,73.701,-0.2113,-0.2569,72.9699
2021-01-21 18:00:00,71.4765,73.7519,76.0273,73.2136,48.2668,73.7519,-0.2558,-0.2683,72.5
2021-01-21 17:00:00,71.4934,73.8079,76.1223,73.2378,48.1493,73.8079,-0.2612,-0.2715,72.45
2021-01-21 16:00:00,71.523,73.863,76.203,73.2645,48.5833,73.863,-0.2591,-0.274,72.65
2021-01-21 15:00:00,71.5313,73.9214,76.3115,73.2853,49.1497,73.9214,-0.273,-0.2778,72.91
2021-01-21 14:00:00,71.561,73.9605,76.3601,73.298,48.3295,73.9605,-0.3133,-0.279,72.55
2021-01-21 13:00:00,71.5834,73.968,76.3526,73.3234,48.3182,73.968,-0.3234,-0.2704,72.545
2021-01-21 12:00:00,71.5887,73.9696,76.3506,73.3498,46.7847,73.9696,-0.3312,-0.2571,71.88
2021-01-21 11:00:00,71.6284,73.9795,76.3305,73.3996,48.0496,73.9795,-0.2686,-0.2386,72.48
2021-01-21 10:00:00,71.6314,73.9803,76.3292,73.4307,46.9567,73.9803,-0.2459,-0.2311,72.015
2021-01-21 09:00:00,71.6804,73.9935,76.3067,73.4787,49.9925,73.9935,-0.166,-0.2274,73.38
2021-01-21 08:00:00,71.629,73.976,76.3231,73.4821,50.1092,73.976,-0.2006,-0.2427,73.43
2021-01-21 05:00:00,71.5718,73.9564,76.3409,73.4839,49.2235,73.9564,-0.2469,-0.2532,73.05
2021-01-20 20:00:00,71.5277,73.9425,76.3574,73.4986,49.2235,73.9425,-0.2638,-0.2548,73.05
2021-01-20 19:00:00,71.4718,73.9255,76.3793,73.5138,49.1085,73.9255,-0.2814,-0.2526,73.0
2021-01-20 17:00:00,71.4064,73.9064,76.4063,73.5312,48.5357,73.9064,-0.2948,-0.2453,72.75
2021-01-20 16:00:00,71.3086,73.8817,76.4548,73.5577,48.7082,73.8817,-0.2821,-0.233,72.83
2021-01-20 15:00:00,71.1907,73.8519,76.5131,73.5823,48.995,73.8519,-0.2699,-0.2207,72.964
2021-01-20 14:00:00,71.1113,73.8283,76.5452,73.6033,49.8481,73.8283,-0.264,-0.2084,73.36
2021-01-20 13:00:00,71.0479,73.8048,76.5616,73.6115,48.9929,73.8048,-0.2931,-0.1945,72.9722
2021-01-20 12:00:00,70.9836,73.7839,76.5842,73.6332,48.0709,73.7839,-0.2864,-0.1699,72.5616
2021-01-20 11:00:00,70.9875,73.7854,76.5832,73.6695,48.3186,73.7854,-0.2319,-0.1408,72.68
2021-01-20 10:00:00,70.9862,73.7849,76.5835,73.7031,48.8939,73.7849,-0.171,-0.118,72.955
2021-01-20 09:00:00,70.9668,73.7771,76.5875,73.7284,50.4511,73.7771,-0.1188,-0.1047,73.68
2021-01-20 08:00:00,70.9159,73.7533,76.5906,73.7301,50.5603,73.7533,-0.1243,-0.1012,73.73
2021-01-19 20:00:00,70.8755,73.7321,76.5887,73.7301,50.1783,73.7321,-0.1345,-0.0954,73.5499
2021-01-19 19:00:00,70.8425,73.7152,76.5879,73.7362,49.7546,73.7152,-0.1273,-0.0856,73.35
2021-01-19 18:00:00,70.7817,73.6909,76.6,73.7493,50.0688,73.6909,-0.0959,-0.0752,73.5
2021-01-19 17:00:00,70.7177,73.6637,76.6097,73.7577,50.6984,73.6637,-0.0697,-0.07,73.8
2021-01-19 16:00:00,70.641,73.6289,76.6167,73.7563,49.9977,73.6289,-0.0658,-0.0701,73.46
2021-01-19 15:00:00,70.5965,73.6074,76.6183,73.7663,51.1542,73.6074,-0.0253,-0.0712,74.01
2021-01-19 14:00:00,70.5006,73.5634,76.6262,73.7581,52.1683,73.5634,-0.0292,-0.0826,74.48
2021-01-19 13:00:00,70.4615,73.5289,76.5962,73.7336,51.8286,73.5289,-0.0815,-0.096,74.31
2021-01-19 12:00:00,70.4223,73.4967,76.5711,73.7141,51.126,73.4967,-0.1299,-0.0996,73.96
2021-01-19 11:00:00,70.382,73.469,76.5561,73.7057,49.9152,73.469,-0.154,-0.0921,73.37
2021-01-19 10:00:00,70.351,73.4517,76.5524,73.7171,50.7322,73.4517,-0.1226,-0.0766,73.76
2021-01-19 09:00:00,70.3146,73.4277,76.5408,73.7157,50.6507,73.4277,-0.1204,-0.0651,73.72
2021-01-19 08:00:00,70.2656,73.399,76.5324,73.7155,51.2338,73.399,-0.1117,-0.0513,74.0
2021-01-19 07:00:00,70.221,73.3675,76.5141,73.7059,52.2909,73.3675,-0.1275,-0.0362,74.5
2021-01-19 05:00:00,70.179,73.3277,76.4764,73.6789,52.2909,73.3277,-0.1968,-0.0133,74.5
2021-01-15 20:00:00,70.1371,73.2871,76.4371,73.6511,48.7754,73.2871,-0.2824,0.0325,72.78
2021-01-15 19:00:00,70.1137,73.2758,76.4379,73.6806,50.2793,73.2758,-0.2123,0.1112,73.49
2021-01-15 18:00:00,70.073,73.2511,76.4292,73.6871,49.0166,73.2511,-0.1921,0.1921,72.91
2021-01-15 17:00:00,70.0536,73.2405,76.4273,73.7134,49.08,73.2405,-0.1045,0.2882,72.94
2021-01-15 16:00:00,70.0308,73.228,76.4253,73.7397,49.0151,73.228,0.0059,0.3864,72.91
2021-01-15 15:00:00,70.0085,73.216,76.4234,73.7678,50.512,73.216,0.1496,0.4815,73.62
2021-01-15 14:00:00,69.9345,73.1773,76.42,73.7728,51.47,73.1773,0.2587,0.5644,74.06
2021-01-15 13:00:00,69.8808,73.1376,76.3944,73.7631,52.516,73.1376,0.3493,0.6409,74.53
2021-01-15 12:00:00,69.8464,73.0955,76.3445,73.7371,50.9303,73.0955,0.4121,0.7138,73.77
2021-01-15 11:00:00,69.8407,73.0851,76.3295,73.736,51.667,73.0851,0.5635,0.7892,74.1
2021-01-15 10:00:00,69.8385,73.0731,76.3077,73.7236,54.6094,73.0731,0.7151,0.8456,75.35
2021-01-15 09:00:00,69.8538,73.0336,76.2134,73.6685,54.116,73.0336,0.7708,0.8782,75.11
2021-01-15 08:00:00,69.8675,73.0013,76.1351,73.6196,54.116,73.0013,0.8551,0.9051,75.11
2021-01-15 07:00:00,69.8806,72.966,76.0513,73.5691,54.2824,72.966,0.9504,0.9176,75.18
2021-01-14 20:00:00,69.8968,72.9278,75.9588,73.5145,56.4779,72.9278,1.051,0.9094,76.08
2021-01-14 19:00:00,69.9456,72.8661,75.7867,73.4275,56.5278,72.8661,1.0724,0.874,76.1
2021-01-14 18:00:00,70.014,72.8106,75.6071,73.3369,57.3004,72.8106,1.0822,0.8244,76.41
2021-01-14 17:00:00,70.1165,72.7516,75.3866,73.2328,56.4316,72.7516,1.0474,0.7599,75.95
2021-01-14 16:00:00,70.2024,72.7104,75.2184,73.1406,56.2794,72.7104,1.0345,0.688,75.87
2021-01-14 15:00:00,70.2923,72.6696,75.0468,73.0481,57.0381,72.6696,1.0112,0.6014,76.1799
2021-01-14 14:00:00,70.3981,72.6399,74.8817,72.942,56.7422,72.6399,0.9352,0.499,76.02
2021-01-14 13:00:00,70.503,72.6112,74.7195,72.8376,56.4471,72.6112,0.8408,0.3899,75.86
2021-01-14 12:00:00,70.588,72.5907,74.5935,72.7352,56.2637,72.5907,0.7244,0.2772,75.76
2021-01-14 11:00:00,70.6743,72.5706,74.4668,72.6326,57.1872,72.5706,0.5756,0.1654,76.15
2021-01-14 10:00:00,70.7812,72.5514,74.3216,72.5134,55.55,72.5514,0.3375,0.0629,75.26
2021-01-14 09:00:00,70.8623,72.5304,74.1985,72.4203,50.8578,72.5304,0.1193,-0.0058,73.0
2021-01-14 08:00:00,70.8345,72.5496,74.2646,72.4006,50.0316,72.5496,0.0691,-0.037,72.64
2021-01-13 20:00:00,70.8215,72.5704,74.3193,72.3925,49.6384,72.5704,0.0408,-0.0636,72.47
2021-01-13 19:00:00,70.8185,72.5909,74.3633,72.3899,49.7744,72.5909,0.0214,-0.0896,72.53
2021-01-13 18:00:00,70.8067,72.6154,74.424,72.3852,50.4078,72.6154,-0.0099,-0.1174,72.81
2021-01-13 17:00:00,70.7593,72.6476,74.5358,72.3708,49.3206,72.6476,-0.0781,-0.1443,72.33
2021-01-13 16:00:00,70.7317,72.6862,74.6407,72.3721,49.1379,72.6862,-0.1152,-0.1608,72.25
2021-01-13 15:00:00,70.6795,72.7359,74.7923,72.3763,49.0701,72.7359,-0.1527,-0.1722,72.22
2021-01-13 14:00:00,70.6793,72.7711,74.8629,72.3816,48.6443,72.7711,-0.1954,-0.1771,72.03
2021-01-13 13:00:00,70.6722,72.8169,74.9616,72.3935,48.2412,72.8169,-0.2276,-0.1725,71.85
2021-01-13 12:00:00,70.6766,72.8664,75.0563,72.4119,46.9251,72.8664,-0.247,-0.1587,71.2718
2021-01-13 11:00:00,70.7317,72.8854,75.0391,72.4506,46.3878,72.8854,-0.2094,-0.1366,71.04
2021-01-13 10:00:00,70.8028,72.9072,75.0116,72.4984,47.4175,72.9072,-0.1348,-0.1184,71.5456
2021-01-13 09:00:00,70.8313,72.9165,75.0017,72.5307,48.2601,72.9165,-0.089,-0.1143,71.95
2021-01-13 08:00:00,70.8389,72.9193,74.9997,72.5504,47.7407,72.9193,-0.0704,-0.1207,71.72
2021-01-12 20:00:00,70.8656,72.929,74.9923,72.5785,49.7253,72.929,-0.0223,-0.1333,72.65
2021-01-12 19:00:00,70.8445,72.919,74.9934,72.5761,49.7253,72.919,-0.0553,-0.161,72.65
2021-01-12 18:00:00,70.8337,72.9131,74.9925,72.5736,49.3752,72.9131,-0.0965,-0.1874,72.49
2021-01-12 17:00:00,70.826,72.9093,74.9926,72.5764,48.8498,72.9093,-0.1315,-0.2101,72.25
2021-01-12 16:00:00,70.8351,72.9138,74.9926,72.5875,49.29,72.9138,-0.1498,-0.2298,72.46
2021-01-12 15:00:00,70.8475,72.9377,75.0278,72.5918,49.4464,72.9377,-0.1923,-0.2498,72.535
2021-01-12 14:00:00,70.8593,72.9473,75.0352,72.5937,48.052,72.9473,-0.2515,-0.2642,71.89
2021-01-12 13:00:00,70.8703,72.9512,75.0321,72.6176,48.0083,72.9512,-0.2576,-0.2673,71.87
2021-01-12 12:00:00,70.9094,72.9714,75.0333,72.6429,47.6617,72.9714,-0.2597,-0.2697,71.71
2021-01-12 11:00:00,70.8881,72.9657,75.0433,72.6745,48.5771,72.9657,-0.2423,-0.2723,72.17
2021-01-12 10:00:00,70.9123,72.9796,75.0468,72.6916,46.8307,72.9796,-0.2633,-0.2798,71.37
2021-01-12 09:00:00,70.9824,73.0067,75.031,72.7364,48.9561,73.0067,-0.2049,-0.2839,72.41
2021-01-12 08:00:00,71.0027,73.0242,75.0458,72.7475,48.8903,73.0242,-0.2333,-0.3036,72.38
2021-01-12 05:00:00,71.022,73.0507,75.0795,72.76,48.717,73.0507,-0.2631,-0.3212,72.3
2021-01-11 20:00:00,71.0391,73.0594,75.0796,72.7756,48.778,73.0594,-0.2891,-0.3357,72.33
2021-01-11 19:00:00,71.0304,73.0561,75.0818,72.7907,48.757,73.0561,-0.3211,-0.3474,72.32
2021-01-11 18:00:00,71.0392,73.0601,75.0809,72.8066,48.0862,73.0601,-0.3564,-0.3539,72.0
2021-01-11 17:00:00,71.0628,73.0692,75.0757,72.834,48.2999,73.0692,-0.3636,-0.3533,72.11
2021-01-11 16:00:00,71.083,73.0776,75.0721,72.8585,48.2999,73.0776,-0.3787,-0.3507,72.11
2021-01-11 15:00:00,71.0996,73.0841,75.0685,72.8839,48.2088,73.0841,-0.3925,-0.3437,72.065
2021-01-11 14:00:00,71.1322,73.0991,75.066,72.9116,48.2739,73.0991,-0.3997,-0.3315,72.1
2021-01-11 13:00:00,71.1412,73.1022,75.0633,72.9391,48.0969,73.1022,-0.4068,-0.3145,72.01
2021-01-11 12:00:00,71.1384,73.1014,75.0644,72.9706,48.569,73.1014,-0.4007,-0.2914,72.27
2021-01-11 11:00:00,71.0694,73.083,75.0967,72.9944,48.4254,73.083,-0.4136,-0.2641,72.195
2021-01-11 10:00:00,70.9786,73.0605,75.1425,73.0215,48.4065,73.0605,-0.4164,-0.2267,72.185
2021-01-11 09:00:00,70.8206,73.0258,75.231,73.0498,46.708,73.0258,-0.4128,-0.1793,71.3
2021-01-11 08:00:00,70.7191,73.0059,75.2927,73.1092,47.3664,73.0059,-0.3122,-0.121,71.68
2021-01-11 06:00:00,70.6736,72.9943,75.3149,73.1576,47.9258,72.9943,-0.218,-0.0731,72.0
2021-01-08 20:00:00,70.5949,72.9733,75.3516,73.1968,50.0132,72.9733,-0.1271,-0.0369,73.15
2021-01-08 19:00:00,70.4861,72.9328,75.3795,73.1984,50.4452,72.9328,-0.1263,-0.0144,73.38
2021-01-08 18:00:00,70.3823,72.8889,75.3955,73.1923,49.7021,72.8889,-0.1469,0.0136,72.98
2021-01-08 17:00:00,70.2826,72.8509,75.4192,73.1995,50.0527,72.8509,-0.1303,0.0537,73.17
2021-01-08 16:00:00,70.1847,72.8098,75.4348,73.2005,49.7223,72.8098,-0.1266,0.0997,72.99
2021-01-08 15:00:00,70.1115,72.7766,75.4417,73.2076,49.5422,72.7766,-0.1017,0.1563,72.8912
2021-01-08 14:00:00,70.0241,72.7404,75.4568,73.2183,48.6052,72.7404,-0.0584,0.2208,72.38
2021-01-08 13:00:00,69.9909,72.7252,75.4596,73.2468,49.2829,72.7252,0.0499,0.2906,72.765
2021-01-08 12:00:00,69.9482,72.7028,75.4575,73.2631,49.4679,72.7028,0.148,0.3507,72.87
2021-01-08 11:00:00,69.8696,72.6678,75.4661,73.2764,50.5518,72.6678,0.2605,0.4014,73.48
2021-01-08 10:00:00,69.7647,72.6159,75.4671,73.2695,50.4468,72.6159,0.3382,0.4366,73.42
2021-01-08 09:00:00,69.69,72.5718,75.4536,73.2644,52.2284,72.5718,0.4385,0.4612,74.4
2021-01-08 08:00:00,69.7024,72.5455,75.3885,73.2259,52.0585,72.5455,0.4604,0.4669,74.3
2021-01-08 07:00:00,69.6592,72.5648,75.4704,73.1895,52.6663,72.5648,0.4918,0.4685,74.63
2021-01-08 06:00:00,69.6292,72.5776,75.5261,73.1407,52.5342,72.5776,0.4912,0.4627,74.55
2021-01-08 05:00:00,69.6057,72.5888,75.5719,73.0929,53.3579,72.5888,0.4914,0.4555,75.0
2021-01-07 20:00:00,69.597,72.5925,75.588,73.0283,51.7032,72.5925,0.4386,0.4466,74.0
2021-01-07 19:00:00,69.5716,72.6091,75.6466,72.9953,51.9751,72.6091,0.4668,0.4486,74.15
2021-01-07 18:00:00,69.5604,72.6175,75.6745,72.9562,51.5407,72.6175,0.4806,0.444,73.89
2021-01-07 17:00:00,69.5459,72.6301,75.7143,72.9245,51.2236,72.6301,0.5178,0.4348,73.7
2021-01-07 16:00:00,69.5288,72.647,75.7652,72.8982,51.7493,72.647,0.577,0.4141,74.0
2021-01-07 15:00:00,69.5162,72.658,75.7998,72.8609,53.0706,72.658,0.6136,0.3734,74.74
2021-01-07 14:00:00,69.5186,72.6565,75.7944,72.7972,52.9268,72.6565,0.5761,0.3134,74.65
2021-01-07 13:00:00,69.5017,72.6655,75.8293,72.7344,53.9744,72.6655,0.5291,0.2477,75.23
2021-01-07 12:00:00,69.5006,72.666,75.8314,72.6498,52.5411,72.666,0.4023,0.1773,74.33
2021-01-07 11:00:00,69.4853,72.6763,75.8673,72.5928,53.3581,72.6763,0.3262,0.1211,74.78
2021-01-07 10:00:00,69.4908,72.6727,75.8545,72.5187,53.4338,72.6727,0.1785,0.0698,74.8217
2021-01-07 09:00:00,69.4893,72.6735,75.8577,72.4406,49.3462,72.6735,-0.0168,0.0426,72.41
2021-01-07 08:00:00,69.4763,72.6655,75.8548,72.4416,49.2372,72.6655,-0.0203,0.0575,72.35
2021-01-07 07:00:00,69.4877,72.6914,75.895,72.4447,48.7856,72.6914,-0.0184,0.0769,72.1
2021-01-06 20:00:00,69.5082,72.7152,75.9222,72.4564,48.8198,72.7152,0.0098,0.1007,72.12
2021-01-06 19:00:00,69.5275,72.7449,75.9622,72.4678,49.1243,72.7449,0.0436,0.1235,72.3
2021-01-06 18:00:00,69.5434,72.7699,75.9963,72.4735,48.6872,72.7699,0.0677,0.1434,72.05
2021-01-06 17:00:00,69.5677,72.7984,76.029,72.4879,49.102,72.7984,0.1231,0.1624,72.3
2021-01-06 16:00:00,69.5854,72.8227,76.06,72.4943,49.0337,72.8227,0.1664,0.1722,72.26
2021-01-06 15:00:00,69.605,72.8479,76.0907,72.5022,49.4626,72.8479,0.2234,0.1736,72.5228
2021-01-06 14:00:00,69.6159,72.8586,76.1014,72.5015,51.7795,72.8586,0.2661,0.1612,73.89
2021-01-06 13:00:00,69.6163,72.8538,76.0913,72.4544,50.4782,72.8538,0.1776,0.135,73.11
2021-01-06 12:00:00,69.6148,72.8518,76.0888,72.4322,48.761,72.8518,0.1415,0.1243,72.125
2021-01-06 11:00:00,69.6377,72.8707,76.1038,72.4426,50.4333,72.8707,0.1936,0.12,73.0829
2021-01-06 10:00:00,69.641,72.8776,76.1142,72.4209,47.2523,72.8776,0.1597,0.1016,71.37
2021-01-06 09:00:00,69.6812,72.8958,76.1105,72.4565,50.2712,72.8958,0.2885,0.0871,73.0
2021-01-06 08:00:00,69.6507,72.8765,76.1023,72.4381,50.2712,72.8765,0.2828,0.0367,73.0
2021-01-06 07:00:00,69.6214,72.8575,76.0936,72.4191,51.1632,72.8575,0.2715,-0.0248,73.46
2021-01-06 06:00:00,69.5826,72.8282,76.0738,72.3838,52.1724,72.8282,0.2062,-0.0989,73.97
2021-01-05 20:00:00,69.5439,72.7895,76.0351,72.33,49.9848,72.7895,0.0679,-0.1751,72.82
2021-01-05 19:00:00,69.516,72.772,76.028,72.3134,48.5977,72.772,0.0075,-0.2359,72.13
2021-01-05 18:00:00,69.4974,72.7632,76.029,72.3196,49.4379,72.7632,0.0005,-0.2967,72.56
2021-01-05 17:00:00,69.4682,72.7472,76.0262,72.3115,49.4179,72.7472,-0.0522,-0.371,72.55
2021-01-05 16:00:00,69.4283,72.7269,76.0255,72.3034,49.5335,72.7269,-0.1176,-0.4508,72.61
2021-01-05 15:00:00,69.4061,72.7133,76.0205,72.293,49.3198,72.7133,-0.2055,-0.534,72.5
2021-01-05 14:00:00,69.3774,72.6975,76.0176,72.286,50.2036,72.6975,-0.3035,-0.6162,72.965
2021-01-05 13:00:00,69.3501,72.6777,76.0053,72.263,48.8965,72.6777,-0.4716,-0.6943,72.29
2021-01-05 12:00:00,69.3501,72.6777,76.0053,72.262,48.2406,72.6777,-0.6105,-0.75,71.9586
2021-01-05 11:00:00,69.3417,72.6736,76.0054,72.2723,46.638,72.6736,-0.7452,-0.7849,71.17
2021-01-05 10:00:00,69.3967,72.7171,76.0374,72.3097,45.9565,72.7171,-0.8259,-0.7948,70.8434
