date,Lower BBand,Middle BBand,Upper BBand,EMA,RSI,SMA,MACD Signal,MACD,Closing Price
2021-02-19 12:00:00,11.0996,11.4414,11.7833,11.4252,48.53,11.4414,-0.0755,-0.0664,11.38
2021-02-19 11:00:00,11.0683,11.4618,11.8553,11.4283,48.1397,11.4618,-0.0777,-0.0753,11.3613
2021-02-19 10:00:00,11.0674,11.4761,11.8848,11.4329,43.6974,11.4761,-0.0783,-0.0837,11.16
2021-02-19 09:00:00,11.0901,11.4974,11.9047,11.4518,46.3676,11.4974,-0.077,-0.0728,11.3
2021-02-19 08:00:00,11.1007,11.5134,11.9261,11.4622,45.6801,11.5134,-0.0781,-0.072,11.27
2021-02-19 05:00:00,11.1167,11.5307,11.9448,11.4755,50.4759,11.5307,-0.0796,-0.0669,11.5
2021-02-18 20:00:00,11.1163,11.5404,11.9645,11.4738,45.6823,11.5404,-0.0827,-0.0828,11.3
2021-02-18 19:00:00,11.1336,11.5564,11.9792,11.4858,49.13,11.5564,-0.0827,-0.0816,11.45
2021-02-18 18:00:00,11.1376,11.5687,11.9998,11.4882,49.13,11.5687,-0.083,-0.0941,11.45
2021-02-18 17:00:00,11.1436,11.5805,12.0174,11.4909,45.5457,11.5805,-0.0802,-0.1086,11.31
2021-02-18 16:00:00,11.1632,11.5985,12.0339,11.5033,45.2795,11.5985,-0.0731,-0.1114,11.3
2021-02-18 15:00:00,11.1858,11.6179,12.05,11.5174,41.5505,11.6179,-0.0636,-0.1123,11.165
2021-02-18 14:00:00,11.2319,11.643,12.0541,11.5417,43.1289,11.643,-0.0514,-0.0981,11.24
2021-02-18 13:00:00,11.2714,11.6657,12.06,11.5625,42.5665,11.6657,-0.0397,-0.0862,11.22
2021-02-18 12:00:00,11.3247,11.6844,12.044,11.5861,45.3867,11.6844,-0.0281,-0.0677,11.35
2021-02-18 11:00:00,11.3594,11.6974,12.0353,11.6024,41.0288,11.6974,-0.0182,-0.0563,11.2
2021-02-18 10:00:00,11.4247,11.7107,11.9967,11.6301,47.0816,11.7107,-0.0086,-0.0256,11.45
2021-02-18 09:00:00,11.4403,11.7147,11.9891,11.6426,51.8103,11.7147,-0.0044,-0.0116,11.61
2021-02-18 08:00:00,11.4355,11.713,11.9905,11.6448,54.8032,11.713,-0.0026,-0.0098,11.7
2021-02-17 20:00:00,11.4255,11.7084,11.9912,11.641,53.3562,11.7084,-0.0008,-0.0166,11.65
2021-02-17 19:00:00,11.4172,11.705,11.9929,11.6404,53.3562,11.705,0.0032,-0.0199,11.65
2021-02-17 18:00:00,11.4101,11.702,11.994,11.6397,53.3562,11.702,0.009,-0.0238,11.65
2021-02-17 17:00:00,11.4001,11.698,11.9959,11.639,48.9249,11.698,0.0171,-0.0285,11.5
2021-02-17 16:00:00,11.4075,11.7003,11.9931,11.6486,50.1531,11.7003,0.0285,-0.0187,11.54
2021-02-17 15:00:00,11.4075,11.7003,11.9931,11.6561,50.9255,11.7003,0.0403,-0.0101,11.565
2021-02-17 14:00:00,11.4022,11.6986,11.9951,11.6624,48.6312,11.6986,0.0529,-0.0014,11.49
2021-02-17 13:00:00,11.4069,11.7,11.993,11.6742,47.6856,11.7,0.0665,0.0173,11.46
2021-02-17 12:00:00,11.4084,11.7003,11.9922,11.689,50.2176,11.7003,0.0789,0.0439,11.545
2021-02-17 11:00:00,11.398,11.6975,11.9969,11.6989,56.8036,11.6975,0.0876,0.0686,11.737
2021-02-17 10:00:00,11.3823,11.6896,11.9969,11.6963,56.9164,11.6896,0.0923,0.0796,11.74
2021-02-17 09:00:00,11.3628,11.6802,11.9977,11.6933,67.7487,11.6802,0.0955,0.0922,11.99
2021-02-17 08:00:00,11.3579,11.6627,11.9676,11.6728,62.1827,11.6627,0.0963,0.0814,11.79
2021-02-16 20:00:00,11.3476,11.6534,11.9592,11.6648,62.7058,11.6534,0.1001,0.0869,11.8
2021-02-16 19:00:00,11.3307,11.6412,11.9518,11.6554,62.0893,11.6412,0.1034,0.0916,11.78
2021-02-16 18:00:00,11.308,11.6279,11.9477,11.6469,62.5894,11.6279,0.1063,0.0983,11.79
2021-02-16 17:00:00,11.2931,11.6155,11.938,11.637,62.5894,11.6155,0.1083,0.1044,11.79
2021-02-16 16:00:00,11.2904,11.6072,11.924,11.6264,62.3056,11.6072,0.1093,0.1106,11.78
2021-02-16 15:00:00,11.2859,11.598,11.9102,11.6158,64.1345,11.598,0.1089,0.118,11.8189
2021-02-16 14:00:00,11.2889,11.5901,11.8913,11.6018,63.7672,11.5901,0.1067,0.1218,11.805
2021-02-16 13:00:00,11.2879,11.5799,11.8719,11.5878,65.879,11.5799,0.1029,0.1262,11.85
2021-02-16 12:00:00,11.2956,11.5699,11.8442,11.5697,67.3205,11.5699,0.0971,0.1255,11.8801
2021-02-16 11:00:00,11.2973,11.5536,11.8098,11.5483,69.2626,11.5536,0.0899,0.1196,11.92
